"Kod","Nazwa","ludność na 1 km2,2024,[osoba]","gęstość zaludnienia powierzchni zabudowanej i zurbanizowanej (osoby/km2),2024,[osoba]","zmiana liczby ludności na 1000 mieszkańców,2024,[osoba]","ludność w tysiącach,2024,[tys. osób]","ludność w tysiącach mężczyźni,2024,[tys. osób]","ludność w tysiącach kobiety,2024,[tys. osób]","wskaźnik urbanizacji,2024,[%]",
1010095,"Sulejów - obszar wiejski (5)",65.6,,-1.0,10.64,5.33,5.31,0.0,
1010102,"Wola Krzysztoporska (2)",69.6,,-3.8,11.87,5.85,6.03,0.0,
1010113,"Wolbórz (3)",51.4,,-6.1,7.79,3.82,3.97,28.7,
1010114,"Wolbórz - miasto (4)",147.4,,-14.5,2.24,1.05,1.19,100.0,
1010115,"Wolbórz - obszar wiejski (5)",40.7,,-2.7,5.56,2.78,2.78,0.0,
1011000,"Powiat poddębicki",44.5,,-4.8,39.17,19.37,19.80,24.6,
1011012,"Dalików (2)",35.2,,4.2,4.04,2.04,2.00,0.0,
1011022,"Pęczniew (2)",26.2,,-4.5,3.34,1.67,1.67,0.0,
1011033,"Poddębice (3)",64.3,,-5.9,14.44,7.04,7.40,46.2,
1011034,"Poddębice - miasto (4)",1137.0,,-12.1,6.67,3.15,3.53,100.0,
1011035,"Poddębice - obszar wiejski (5)",35.5,,-0.5,7.76,3.90,3.87,0.0,
1011043,"Uniejów (3)",52.0,,-5.4,6.70,3.25,3.45,44.4,
1011044,"Uniejów - miasto (4)",243.0,,-2.7,2.97,1.37,1.60,100.0,
1011045,"Uniejów - obszar wiejski (5)",31.9,,-7.5,3.72,1.88,1.85,0.0,
1011052,"Wartkowice (2)",43.2,,-1.2,6.05,3.02,3.03,0.0,
1011062,"Zadzim (2)",31.8,,-12.9,4.61,2.35,2.26,0.0,
1012000,"Powiat radomszczański",73.2,,-9.8,105.62,51.68,53.94,45.6,
1012011,"Radomsko (1)",824.7,,-13.1,42.41,20.10,22.31,100.0,
1012022,"Dobryszyce (2)",90.9,,5.4,4.62,2.35,2.27,0.0,
1012032,"Gidle (2)",49.2,,-5.4,5.71,2.85,2.86,0.0,
1012042,"Gomunice (2)",89.8,,-6.2,5.61,2.75,2.85,0.0,
1012053,"Kamieńsk (3)",57.1,,-5.2,5.51,2.73,2.78,47.2,
1012054,"Kamieńsk - miasto (4)",216.7,,-0.4,2.60,1.26,1.34,100.0,
1012055,"Kamieńsk - obszar wiejski (5)",34.5,,-9.5,2.91,1.47,1.44,0.0,
1012062,"Kobiele Wielkie (2)",41.2,,-10.9,4.19,2.08,2.12,0.0,
1012072,"Kodrąb (2)",39.9,,-10.3,4.22,2.11,2.11,0.0,
1012082,"Lgota Wielka (2)",65.0,,-11.3,4.10,2.04,2.06,0.0,
1012092,"Ładzice (2)",55.3,,-4.1,4.58,2.37,2.21,0.0,
1012102,"Masłowice (2)",33.2,,-5.4,3.85,1.90,1.95,0.0,
1012113,"Przedbórz (3)",33.8,,-20.1,6.44,3.20,3.24,48.4,
1012114,"Przedbórz - miasto (4)",512.7,,-20.4,3.12,1.48,1.64,100.0,
1012115,"Przedbórz - obszar wiejski (5)",18.0,,-19.8,3.32,1.72,1.60,0.0,
1012122,"Radomsko (2)",63.1,,-2.0,5.41,2.66,2.74,0.0,
1012132,"Wielgomłyny (2)",34.5,,-10.3,4.24,2.16,2.08,0.0,
1012142,"Żytno (2)",24.0,,-11.1,4.74,2.38,2.35,0.0,
1013000,"Powiat rawski",70.7,,-9.1,45.66,22.48,23.18,41.0,
1013011,"Rawa Mazowiecka (1)",1104.5,,-9.9,15.78,7.49,8.30,100.0,
1013023,"Biała Rawska (3)",51.0,,-14.8,10.62,5.28,5.35,27.5,
1013024,"Biała Rawska - miasto (4)",306.1,,-28.0,2.92,1.40,1.52,100.0,
1013025,"Biała Rawska - obszar wiejski (5)",38.8,,-9.8,7.70,3.88,3.83,0.0,
1013032,"Cielądz (2)",41.7,,-11.5,3.88,1.96,1.92,0.0,
1013042,"Rawa Mazowiecka (2)",52.8,,-0.5,8.62,4.32,4.30,0.0,
1013052,"Regnów (2)",36.5,,-4.7,1.69,0.85,0.84,0.0,
1013062,"Sadkowice (2)",41.8,,-8.4,5.07,2.58,2.49,0.0,
1014000,"Powiat sieradzki",74.2,,-7.3,110.67,53.95,56.72,42.0,
1014011,"Sieradz (1)",747.7,,-11.1,38.30,17.94,20.36,100.0,
1014023,"Błaszki (3)",68.6,,-8.3,13.82,6.90,6.93,14.1,
1014024,"Błaszki - miasto (4)",1204.9,,-17.6,1.95,0.95,1.00,100.0,
1014025,"Błaszki - obszar wiejski (5)",59.4,,-6.8,11.87,5.95,5.92,0.0,
1014032,"Brąszewice (2)",40.4,,-2.1,4.31,2.19,2.12,0.0,
1014042,"Brzeźnio (2)",47.8,,-1.1,6.15,3.07,3.08,0.0,
1014052,"Burzenin (2)",43.3,,-7.4,5.22,2.63,2.59,0.0,
1014062,"Goszczanów (2)",41.0,,-13.6,4.99,2.50,2.50,0.0,
1014072,"Klonowa (2)",28.6,,-9.5,2.72,1.36,1.35,0.0,
1014082,"Sieradz (2)",59.7,,3.9,10.84,5.46,5.38,0.0,
1014093,"Warta (3)",46.1,,-6.7,11.72,5.73,5.99,24.7,
1014094,"Warta - miasto (4)",266.3,,-15.7,2.89,1.37,1.52,100.0,
1014095,"Warta - obszar wiejski (5)",36.3,,-3.7,8.83,4.36,4.47,0.0,
1014102,"Wróblew (2)",51.9,,-6.4,5.86,2.89,2.97,0.0,
1014113,"Złoczew (3)",57.6,,-6.0,6.74,3.28,3.46,50.2,
1014114,"Złoczew - miasto (4)",245.4,,-5.6,3.38,1.60,1.78,100.0,
1014115,"Złoczew - obszar wiejski (5)",32.5,,-6.5,3.36,1.68,1.68,0.0,
1015000,"Powiat skierniewicki",50.0,,-3.1,37.67,18.75,18.92,2.4,
1015013,"Bolimów (3)",34.4,,-13.1,3.84,1.89,1.95,23.3,
1015014,"Bolimów - miasto (4)",236.5,,-6.7,0.89,0.46,0.44,100.0,
1015015,"Bolimów - obszar wiejski (5)",27.3,,-15.1,2.94,1.43,1.52,0.0,
1015022,"Głuchów (2)",48.7,,-14.4,5.40,2.65,2.75,0.0,
1015032,"Godzianów (2)",58.0,,5.5,2.56,1.31,1.25,0.0,
1015042,"Kowiesy (2)",32.1,,-6.1,2.76,1.38,1.38,0.0,
1015052,"Lipce Reymontowskie (2)",71.3,,-12.3,3.06,1.51,1.55,0.0,
1015062,"Maków (2)",72.9,,-6.0,5.94,2.94,3.00,0.0,
1015072,"Nowy Kawęczyn (2)",32.8,,5.6,3.42,1.72,1.69,0.0,
1015082,"Skierniewice (2)",62.6,,9.6,8.23,4.10,4.12,0.0,
1015092,"Słupia (2)",60.3,,-2.8,2.48,1.24,1.23,0.0,
1016000,"Powiat tomaszowski",107.0,,-9.5,109.59,52.40,57.19,53.8,
1016011,"Tomaszów Mazowiecki (1)",1372.4,,-13.2,56.68,26.38,30.30,100.0,
1016022,"Będków (2)",54.1,,-6.1,3.12,1.52,1.60,0.0,
1016032,"Budziszewice (2)",68.6,,-3.9,2.07,1.00,1.07,0.0,
1016042,"Czerniewice (2)",37.4,,-4.0,4.79,2.42,2.37,0.0,
1016053,"Inowłódz (3)",37.3,,0.0,3.64,1.76,1.88,21.0,
1016054,"Inowłódz - miasto (4)",48.9,,0.0,0.77,0.32,0.44,100.0,
1016055,"Inowłódz - obszar wiejski (5)",35.1,,0.0,2.87,1.44,1.44,0.0,
1016062,"Lubochnia (2)",54.3,,-2.4,7.15,3.55,3.59,0.0,
1016072,"Rokiciny (2)",66.1,,-22.2,5.98,2.89,3.09,0.0,
1016082,"Rzeczyca (2)",40.5,,-1.1,4.37,2.21,2.16,0.0,
1016092,"Tomaszów Mazowiecki (2)",76.3,,7.6,11.49,5.69,5.81,0.0,
1016103,"Ujazd (3)",74.8,,-15.9,7.23,3.50,3.74,20.7,
1016104,"Ujazd - miasto (4)",147.1,,-22.2,1.50,0.71,0.79,100.0,
1016105,"Ujazd - obszar wiejski (5)",66.2,,-14.3,5.73,2.78,2.95,0.0,
1016112,"Żelechlinek (2)",33.2,,-12.9,3.07,1.49,1.58,0.0,
1017000,"Powiat wieluński",77.7,,-7.9,72.01,35.11,36.91,29.8,
1017012,"Biała (2)",71.2,,-6.6,5.26,2.61,2.65,0.0,
1017022,"Czarnożyły (2)",62.6,,0.7,4.37,2.17,2.21,0.0,
1017032,"Konopnica (2)",42.3,,-5.4,3.51,1.72,1.80,0.0,
1017042,"Mokrsko (2)",64.9,,-2.8,5.04,2.53,2.50,0.0,
1017053,"Osjaków (3)",45.6,,0.0,4.61,2.33,2.29,28.9,
1017054,"Osjaków - miasto (4)",160.9,,0.0,1.33,0.66,0.67,100.0,
1017055,"Osjaków - obszar wiejski (5)",35.3,,0.0,3.28,1.67,1.61,0.0,
1017062,"Ostrówek (2)",42.8,,-9.8,4.33,2.14,2.19,0.0,
1017072,"Pątnów (2)",53.6,,-6.8,6.15,3.05,3.10,0.0,
1017082,"Skomlin (2)",57.4,,-9.4,3.17,1.56,1.61,0.0,
1017093,"Wieluń (3)",223.7,,-10.0,29.23,13.84,15.39,68.9,
1017094,"Wieluń - miasto (4)",1193.9,,-15.0,20.14,9.37,10.78,100.0,
1017095,"Wieluń - obszar wiejski (5)",79.9,,1.2,9.09,4.47,4.62,0.0,
1017102,"Wierzchlas (2)",53.3,,-11.1,6.33,3.16,3.17,0.0,
1018000,"Powiat wieruszowski",71.5,,-3.8,41.30,20.41,20.89,27.3,
1018013,"Bolesławiec (3)",59.2,,0.0,3.82,1.93,1.89,22.9,
1018014,"Bolesławiec - miasto (4)",294.9,,0.0,0.87,0.41,0.46,100.0,
1018015,"Bolesławiec - obszar wiejski (5)",47.8,,0.0,2.94,1.52,1.43,0.0,
1018022,"Czastary (2)",62.0,,2.1,3.88,1.94,1.95,0.0,
1018032,"Galewice (2)",45.1,,-0.3,6.12,3.07,3.05,0.0,
1018043,"Lututów (3)",59.2,,-9.7,4.51,2.23,2.28,48.2,
1018044,"Lututów - miasto (4)",114.7,,-13.2,2.17,1.08,1.10,100.0,
1018045,"Lututów - obszar wiejski (5)",40.8,,-6.4,2.33,1.15,1.18,0.0,
1018052,"Łubnice (2)",62.8,,-5.7,3.83,1.91,1.92,0.0,
1018062,"Sokolniki (2)",64.4,,11.2,5.16,2.59,2.57,0.0,
1018073,"Wieruszów (3)",143.9,,-7.1,13.98,6.74,7.24,58.8,
1018074,"Wieruszów - miasto (4)",1376.4,,-13.8,8.22,3.88,4.34,100.0,
1018075,"Wieruszów - obszar wiejski (5)",63.2,,2.6,5.76,2.86,2.90,0.0,
1019000,"Powiat zduńskowolski",170.3,,-7.1,62.88,30.39,32.49,63.1,
1019011,"Zduńska Wola (1)",1542.5,,-12.7,37.91,17.86,20.05,100.0,
1019023,"Szadek (3)",46.2,,-5.7,7.02,3.50,3.51,24.9,
1019024,"Szadek - miasto (4)",97.6,,-6.3,1.75,0.82,0.94,100.0,
1019025,"Szadek - obszar wiejski (5)",39.4,,-5.5,5.27,2.69,2.58,0.0,
1019032,"Zapolice (2)",67.6,,0.7,5.51,2.78,2.73,0.0,
1019042,"Zduńska Wola (2)",111.6,,6.0,12.44,6.25,6.19,0.0,
1020000,"Powiat zgierski",193.9,,-3.0,165.84,79.10,86.74,66.4,
1020011,"Głowno (1)",653.0,,-12.2,12.96,6.10,6.85,100.0,
1020021,"Ozorków (1)",1158.0,,-9.0,17.90,8.34,9.57,100.0,
1020031,"Zgierz (1)",1250.6,,-11.3,52.94,24.63,28.31,100.0,
1020043,"Aleksandrów Łódzki (3)",304.1,,8.4,35.40,17.04,18.36,62.2,
1020044,"Aleksandrów Łódzki - miasto (4)",1593.6,,1.0,22.02,10.35,11.67,100.0,
1020045,"Aleksandrów Łódzki - obszar wiejski (5)",130.4,,20.8,13.38,6.69,6.69,0.0,
1020052,"Głowno (2)",43.9,,-5.4,4.60,2.32,2.28,0.0,
1020062,"Ozorków (2)",76.0,,1.5,7.26,3.58,3.68,0.0,
1020073,"Parzęczew (3)",51.1,,0.0,5.31,2.63,2.68,17.5,
1020074,"Parzęczew - miasto (4)",144.2,,0.0,0.93,0.46,0.47,100.0,
1020075,"Parzęczew - obszar wiejski (5)",44.9,,0.0,4.38,2.17,2.21,0.0,
1020083,"Stryków (3)",82.4,,-0.5,13.00,6.35,6.65,25.6,
1020084,"Stryków - miasto (4)",408.5,,-10.1,3.33,1.61,1.72,100.0,
1020085,"Stryków - obszar wiejski (5)",64.6,,2.8,9.68,4.74,4.94,0.0,
1020092,"Zgierz (2)",82.7,,8.2,16.47,8.11,8.36,0.0,
1021000,"Powiat brzeziński",83.9,,-2.6,30.08,14.52,15.56,43.6,
1021011,"Brzeziny (1)",549.2,,-8.1,11.85,5.59,6.27,100.0,
1021022,"Brzeziny (2)",58.1,,11.4,6.20,3.02,3.18,0.0,
1021032,"Dmosin (2)",43.3,,-5.0,4.34,2.13,2.21,0.0,
1021043,"Jeżów (3)",48.7,,-7.6,3.12,1.53,1.58,40.2,
1021044,"Jeżów - miasto (4)",99.7,,-1.6,1.25,0.63,0.62,100.0,
1021045,"Jeżów - obszar wiejski (5)",36.2,,-11.7,1.87,0.91,0.96,0.0,
1021052,"Rogów (2)",69.2,,-1.3,4.57,2.25,2.32,0.0,
1061000,"Powiat m. Łódź",2201.9,,-9.7,645.69,294.86,350.84,100.0,
1061011,"Łódź (1)",2201.9,,-9.7,645.69,294.86,350.84,100.0,
1062000,"Powiat m. Piotrków Trybunalski",981.9,,-7.5,66.02,30.85,35.17,100.0,
1062011,"Piotrków Trybunalski (1)",981.9,,-7.5,66.02,30.85,35.17,100.0,
1063000,"Powiat m. Skierniewice",1304.1,,-1.4,45.12,21.38,23.74,100.0,
1063011,"Skierniewice (1)",1304.1,,-1.4,45.12,21.38,23.74,100.0,
1200000,"MAŁOPOLSKIE",225.8,2989,-0.2,3429.08,1662.58,1766.51,47.8,
1201000,"Powiat bocheński",164.9,,0.4,106.99,52.77,54.22,29.0,
1201011,"Bochnia (1)",948.1,,-3.6,28.34,13.49,14.85,100.0,
1201022,"Bochnia (2)",159.4,,2.1,20.87,10.37,10.50,0.0,
1201032,"Drwinia (2)",58.5,,-11.8,6.35,3.17,3.19,0.0,
1201042,"Lipnica Murowana (2)",91.4,,-2.4,5.51,2.82,2.70,0.0,
1201052,"Łapanów (2)",120.7,,4.5,8.65,4.37,4.28,0.0,
1201063,"Nowy Wiśnicz (3)",176.3,,4.9,14.49,7.30,7.19,18.8,
1201064,"Nowy Wiśnicz - miasto (4)",547.1,,-4.0,2.72,1.36,1.36,100.0,
1201065,"Nowy Wiśnicz - obszar wiejski (5)",152.5,,6.9,11.77,5.93,5.84,0.0,
1201072,"Rzezawa (2)",133.8,,8.4,11.54,5.71,5.83,0.0,
1201082,"Trzciana (2)",129.3,,-2.5,5.70,2.79,2.91,0.0,
1201092,"Żegocina (2)",158.4,,-0.7,5.53,2.75,2.77,0.0,
1202000,"Powiat brzeski",154.6,,-3.6,91.34,45.17,46.18,19.8,
1202012,"Borzęcin (2)",78.7,,-2.5,8.09,4.05,4.04,0.0,
1202023,"Brzesko (3)",343.7,,-5.5,35.29,17.21,18.08,44.8,
1202024,"Brzesko - miasto (4)",1326.2,,-8.4,15.80,7.48,8.32,100.0,
1202025,"Brzesko - obszar wiejski (5)",214.8,,-3.1,19.49,9.73,9.76,0.0,
1202033,"Czchów (3)",145.5,,-5.8,9.67,4.81,4.86,23.4,
1202034,"Czchów - miasto (4)",160.6,,-5.7,2.26,1.13,1.13,100.0,
1202035,"Czchów - obszar wiejski (5)",141.4,,-5.8,7.40,3.68,3.73,0.0,
1202042,"Dębno (2)",177.5,,-1.4,14.48,7.19,7.29,0.0,
1202052,"Gnojnik (2)",147.4,,-1.2,8.10,4.10,4.01,0.0,
1202062,"Iwkowa (2)",140.8,,3.9,6.65,3.28,3.37,0.0,
1202072,"Szczurowa (2)",67.2,,-6.1,9.07,4.55,4.52,0.0,
1203000,"Powiat chrzanowski",318.4,,-7.8,117.76,56.76,61.00,60.1,
1203013,"Alwernia (3)",166.6,,-3.8,12.31,6.03,6.28,26.1,
1203014,"Alwernia - miasto (4)",361.6,,-10.2,3.21,1.56,1.65,100.0,
1203015,"Alwernia - obszar wiejski (5)",140.0,,-1.5,9.10,4.46,4.63,0.0,
1203022,"Babice (2)",165.6,,0.2,8.99,4.36,4.63,0.0,
1203033,"Chrzanów (3)",547.5,,-10.2,43.49,20.72,22.77,77.1,
1203034,"Chrzanów - miasto (4)",875.0,,-12.0,33.52,15.86,17.66,100.0,
1203035,"Chrzanów - obszar wiejski (5)",242.4,,-4.3,9.97,4.86,5.11,0.0,
1203043,"Libiąż (3)",367.3,,-8.3,20.91,10.09,10.82,75.5,
1203044,"Libiąż - miasto (4)",440.3,,-7.8,15.79,7.60,8.19,100.0,
1203045,"Libiąż - obszar wiejski (5)",243.0,,-9.9,5.12,2.49,2.63,0.0,
1203053,"Trzebinia (3)",304.4,,-8.0,32.06,15.56,16.50,57.1,
1203054,"Trzebinia - miasto (4)",572.7,,-11.0,18.30,8.85,9.45,100.0,
1203055,"Trzebinia - obszar wiejski (5)",187.5,,-4.0,13.76,6.71,7.05,0.0,
1204000,"Powiat dąbrowski",108.0,,-5.2,57.25,28.40,28.85,27.0,
1204012,"Bolesław (2)",73.6,,0.0,2.63,1.37,1.26,0.0,
1204023,"Dąbrowa Tarnowska (3)",179.2,,-2.7,20.87,10.28,10.59,54.6,
1204024,"Dąbrowa Tarnowska - miasto (4)",490.9,,-5.7,11.39,5.52,5.88,100.0,
1204025,"Dąbrowa Tarnowska - obszar wiejski (5)",101.6,,0.8,9.48,4.76,4.71,0.0,
1204032,"Gręboszów (2)",64.7,,-7.6,3.14,1.55,1.59,0.0,
1204042,"Mędrzechów (2)",73.2,,-11.0,3.25,1.59,1.66,0.0,
1204052,"Olesno (2)",98.2,,-2.1,7.62,3.74,3.88,0.0,
1204062,"Radgoszcz (2)",83.8,,-10.3,7.39,3.74,3.65,0.0,
1204073,"Szczucin (3)",103.5,,-7.0,12.36,6.13,6.24,32.9,
1204074,"Szczucin - miasto (4)",593.4,,-5.1,4.07,1.97,2.10,100.0,
1204075,"Szczucin - obszar wiejski (5)",73.7,,-7.9,8.30,4.16,4.14,0.0,
1205000,"Powiat gorlicki",108.2,,-6.9,104.59,51.70,52.89,31.1,
1205011,"Gorlice (1)",1069.5,,-14.0,25.17,11.99,13.18,100.0,
1205023,"Biecz (3)",162.5,,-8.4,15.97,7.89,8.08,26.7,
1205024,"Biecz - miasto (4)",240.8,,-10.7,4.27,2.06,2.21,100.0,
1205025,"Biecz - obszar wiejski (5)",145.3,,-7.6,11.70,5.83,5.87,0.0,
1205033,"Bobowa (3)",192.7,,-1.9,9.59,4.86,4.73,32.0,
1205034,"Bobowa - miasto (4)",427.2,,2.3,3.07,1.56,1.51,100.0,
1205035,"Bobowa - obszar wiejski (5)",153.1,,-3.8,6.53,3.30,3.23,0.0,
1205042,"Gorlice (2)",164.3,,-2.6,16.90,8.44,8.46,0.0,
1205052,"Lipinki (2)",100.1,,-4.3,6.65,3.31,3.34,0.0,
1205062,"Łużna (2)",146.7,,-10.6,8.25,4.19,4.06,0.0,
1205072,"Moszczenica (2)",130.8,,3.7,4.92,2.44,2.48,0.0,
1205082,"Ropa (2)",112.1,,2.4,5.51,2.76,2.74,0.0,
1205092,"Sękowa (2)",25.1,,-8.1,4.90,2.41,2.49,0.0,
1205102,"Uście Gorlickie (2)",23.4,,-7.4,6.73,3.40,3.33,0.0,
1206000,"Powiat krakowski",247.3,,6.4,304.28,149.30,154.98,14.5,
1206012,"Czernichów (2)",183.4,,0.4,15.44,7.62,7.82,0.0,
1206022,"Igołomia-Wawrzeńczyce (2)",125.1,,1.7,7.85,3.90,3.95,0.0,
1206032,"Iwanowice (2)",138.4,,1.9,9.84,4.89,4.95,0.0,
1206042,"Jerzmanowice-Przeginia (2)",163.5,,-4.0,11.14,5.54,5.60,0.0,
1206052,"Kocmyrzów-Luborzyca (2)",224.8,,21.7,18.64,9.27,9.37,0.0,
1206063,"Krzeszowice (3)",229.0,,-1.1,31.83,15.35,16.48,30.7,
1206064,"Krzeszowice - miasto (4)",575.6,,2.1,9.76,4.56,5.21,100.0,
1206065,"Krzeszowice - obszar wiejski (5)",180.8,,-2.5,22.07,10.80,11.27,0.0,
1206072,"Liszki (2)",260.2,,8.8,18.75,9.20,9.55,0.0,
1206082,"Michałowice (2)",265.0,,12.7,13.55,6.81,6.74,0.0,
1206092,"Mogilany (2)",378.2,,15.2,16.53,8.11,8.42,0.0,
1206103,"Skała (3)",146.2,,-1.6,10.94,5.55,5.38,35.3,
1206104,"Skała - miasto (4)",1298.3,,-6.2,3.86,1.94,1.92,100.0,
1206105,"Skała - obszar wiejski (5)",98.5,,1.0,7.08,3.62,3.46,0.0,
1206113,"Skawina (3)",440.7,,-0.1,44.00,21.20,22.80,54.2,
1206114,"Skawina - miasto (4)",1164.3,,-4.1,23.87,11.38,12.49,100.0,
1206115,"Skawina - obszar wiejski (5)",253.8,,4.8,20.13,9.83,10.31,0.0,
1206123,"Słomniki (3)",123.2,,-1.3,13.66,6.71,6.95,30.5,
1206124,"Słomniki - miasto (4)",1212.5,,-0.5,4.16,1.99,2.17,100.0,
1206125,"Słomniki - obszar wiejski (5)",88.4,,-1.7,9.50,4.72,4.78,0.0,
1206132,"Sułoszowa (2)",105.6,,-6.5,5.64,2.81,2.83,0.0,
1206143,"Świątniki Górne (3)",550.8,,7.6,11.21,5.54,5.67,21.3,
1206144,"Świątniki Górne - miasto (4)",537.6,,0.8,2.39,1.15,1.24,100.0,
1206145,"Świątniki Górne - obszar wiejski (5)",554.4,,9.4,8.82,4.39,4.43,0.0,
1206152,"Wielka Wieś (2)",359.3,,25.2,17.34,8.57,8.77,0.0,
1206162,"Zabierzów (2)",300.1,,7.9,29.84,14.52,15.31,0.0,
1206172,"Zielonki (2)",578.0,,11.8,28.08,13.69,14.39,0.0,
1207000,"Powiat limanowski",138.4,,-0.2,131.63,65.73,65.90,16.8,
1207011,"Limanowa (1)",768.2,,-4.5,14.37,7.06,7.31,100.0,
1207021,"Mszana Dolna (1)",288.1,,-2.4,7.81,3.77,4.03,100.0,
1207032,"Dobra (2)",92.1,,0.3,10.11,5.10,5.01,0.0,
1207042,"Jodłownik (2)",121.5,,0.1,8.77,4.41,4.36,0.0,
1207052,"Kamienica (2)",81.9,,1.0,7.80,3.89,3.92,0.0,
1207062,"Laskowa (2)",112.4,,-3.9,8.15,4.06,4.09,0.0,
1207072,"Limanowa (2)",171.6,,2.9,26.13,13.04,13.09,0.0,
1207082,"Łukowica (2)",146.4,,2.3,10.19,5.07,5.12,0.0,
1207092,"Mszana Dolna (2)",103.8,,1.2,17.66,9.00,8.66,0.0,
1207102,"Niedźwiedź (2)",98.7,,2.6,7.33,3.69,3.64,0.0,
1207112,"Słopnice (2)",123.7,,3.1,7.03,3.56,3.47,0.0,
1207122,"Tymbark (2)",192.3,,-13.2,6.29,3.09,3.20,0.0,
1208000,"Powiat miechowski",68.5,,-7.8,46.31,22.69,23.62,25.3,
1208012,"Charsznica (2)",89.2,,-11.3,7.00,3.42,3.58,0.0,
1208022,"Gołcza (2)",65.3,,-6.4,5.88,2.94,2.94,0.0,
1208032,"Kozłów (2)",51.1,,-8.4,4.39,2.17,2.21,0.0,
1208043,"Książ Wielki (3)",34.8,,-7.3,4.79,2.32,2.47,17.7,
1208044,"Książ Wielki - miasto (4)",151.2,,13.1,0.85,0.39,0.46,100.0,
1208045,"Książ Wielki - obszar wiejski (5)",29.8,,-11.5,3.94,1.93,2.01,0.0,
1208053,"Miechów (3)",125.1,,-6.6,18.56,8.97,9.60,58.5,
1208054,"Miechów - miasto (4)",700.9,,-5.6,10.86,5.13,5.73,100.0,
1208055,"Miechów - obszar wiejski (5)",58.0,,-8.0,7.71,3.84,3.87,0.0,
1208062,"Racławice (2)",40.6,,-8.7,2.40,1.21,1.19,0.0,
1208072,"Słaboszów (2)",42.8,,-8.5,3.28,1.66,1.63,0.0,
1209000,"Powiat myślenicki",193.1,,1.1,129.98,64.39,65.59,23.3,
1209013,"Dobczyce (3)",234.3,,1.7,15.56,7.74,7.81,39.4,
1209014,"Dobczyce - miasto (4)",472.2,,-6.3,6.12,3.00,3.12,100.0,
1209015,"Dobczyce - obszar wiejski (5)",176.5,,6.9,9.43,4.74,4.69,0.0,
1209022,"Lubień (2)",134.6,,1.4,10.11,4.98,5.13,0.0,
1209033,"Myślenice (3)",296.9,,0.4,45.56,22.40,23.16,38.8,
1209034,"Myślenice - miasto (4)",585.2,,-3.4,17.68,8.45,9.24,100.0,
1209035,"Myślenice - obszar wiejski (5)",226.2,,2.8,27.87,13.95,13.92,0.0,
1209042,"Pcim (2)",124.4,,-2.3,11.07,5.52,5.55,0.0,
1209052,"Raciechowice (2)",105.3,,1.2,6.44,3.20,3.23,0.0,
1209062,"Siepraw (2)",305.0,,7.9,9.71,4.87,4.84,0.0,
1209073,"Sułkowice (3)",252.2,,1.9,15.22,7.47,7.75,42.6,
1209074,"Sułkowice - miasto (4)",394.5,,3.4,6.49,3.16,3.33,100.0,
1209075,"Sułkowice - obszar wiejski (5)",198.9,,0.8,8.74,4.31,4.43,0.0,
1209082,"Tokarnia (2)",128.0,,-1.7,8.78,4.42,4.37,0.0,
1209092,"Wiśniowa (2)",112.4,,1.6,7.54,3.78,3.76,0.0,
1210000,"Powiat nowosądecki",138.6,,-0.7,214.88,107.04,107.84,15.7,
1210011,"Grybów (1)",348.9,,-4.9,5.92,2.84,3.08,100.0,
1210022,"Chełmiec (2)",267.0,,5.2,29.88,15.05,14.83,0.0,
1210032,"Gródek nad Dunajcem (2)",100.4,,-7.3,8.86,4.46,4.40,0.0,
1210042,"Grybów (2)",165.5,,0.2,25.35,12.76,12.59,0.0,
1210052,"Kamionka Wielka (2)",161.4,,0.7,10.49,5.22,5.27,0.0,
1210062,"Korzenna (2)",135.0,,0.1,14.43,7.31,7.13,0.0,
1210073,"Krynica-Zdrój (3)",106.3,,-10.8,15.45,7.39,8.06,61.1,
1210074,"Krynica-Zdrój - miasto (4)",237.7,,-17.0,9.43,4.35,5.09,100.0,
1210075,"Krynica-Zdrój - obszar wiejski (5)",56.9,,-1.0,6.01,3.04,2.97,0.0,
1210082,"Łabowa (2)",50.9,,6.7,6.06,3.10,2.96,0.0,
1210092,"Łącko (2)",125.8,,3.5,16.72,8.42,8.30,0.0,
1210102,"Łososina Dolna (2)",132.0,,-2.1,11.19,5.60,5.59,0.0,
1210113,"Muszyna (3)",78.5,,1.4,11.10,5.38,5.72,40.0,
1210114,"Muszyna - miasto (4)",181.5,,0.5,4.44,2.10,2.33,100.0,
1210115,"Muszyna - obszar wiejski (5)",57.0,,2.0,6.67,3.27,3.39,0.0,
1210122,"Nawojowa (2)",176.6,,0.6,8.87,4.35,4.52,0.0,
1210133,"Piwniczna-Zdrój (3)",77.7,,-11.6,9.83,4.80,5.03,54.2,
1210134,"Piwniczna-Zdrój - miasto (4)",139.0,,-11.7,5.32,2.58,2.74,100.0,
1210135,"Piwniczna-Zdrój - obszar wiejski (5)",51.1,,-11.4,4.50,2.22,2.28,0.0,
1210142,"Podegrodzie (2)",210.7,,4.2,13.64,6.86,6.78,0.0,
1210152,"Rytro (2)",86.7,,-8.7,3.64,1.81,1.83,0.0,
1210163,"Stary Sącz (3)",232.6,,-2.9,23.47,11.70,11.77,36.7,
1210164,"Stary Sącz - miasto (4)",573.7,,-10.9,8.61,4.23,4.37,100.0,
1210165,"Stary Sącz - obszar wiejski (5)",173.0,,1.9,14.86,7.46,7.40,0.0,
